rel_path,source,title,title_norm,published_raw,date_iso,cluster_size,cluster_sources_count,story_role
MC1/News Articles/News Online Today/346.txt,News Online Today,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,2012/09/08,2012-09-08,2,2,Primary
MC1/News Articles/News Online Today/352.txt,News Online Today,A CELEBRATION OF UNFETTERED KLEPTOCRACY,A CELEBRATION OF UNFETTERED KLEPTOCRACY,2014/01/19,2014-01-19,3,3,Primary
MC1/News Articles/News Online Today/367.txt,News Online Today,Government Strikes Deal with GAStech International,GOVERNMENT STRIKES DEAL WITH GASTECH INTERNATIONAL,1993/03/13,1993-03-13,2,2,Derivative
MC1/News Articles/News Online Today/371.txt,News Online Today,HANK FLUSS GASTECH COO DIES AT 73,HANK FLUSS GASTECH COO DIES AT 73,2003/05/17,2003-05-17,3,3,Primary
MC1/News Articles/News Online Today/378.txt,News Online Today,ANNIVERSARY OF PROTESTS,ANNIVERSARY OF PROTESTS,2010/06/14,2010-06-14,5,5,Derivative
MC1/News Articles/News Online Today/380.txt,News Online Today,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,KRONOS GOVERNMENT PLANS TAX BREAKS TO ENCOURAGE FOREIGN INVESTMENT,1992/12/12,1992-12-12,3,3,Derivative
MC1/News Articles/News Online Today/389.txt,News Online Today,DRUG RELATED ARRESTS ON THE RISE,DRUG RELATED ARRESTS ON THE RISE,2011/05/15,2011-05-15,2,2,Derivative
MC1/News Articles/News Online Today/4.txt,News Online Today,"ELODIS, KRONOS:  HELP FROM AN UNEXPECTED SOURCE Part Two","ELODIS, KRONOS: HELP FROM AN UNEXPECTED SOURCE PART TWO",Petrus Gerhard,,2,2,Unknown
MC1/News Articles/News Online Today/40.txt,News Online Today,GAStech and Kronos Celebrate Partnership,GASTECH AND KRONOS CELEBRATE PARTNERSHIP,2014/01/19,2014-01-19,3,3,Primary
MC1/News Articles/News Online Today/410.txt,News Online Today,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,LANDSLIDE VICTORY FOR PRESIDENT KAPELOU,2000/10/02,2000-10-02,3,3,Primary
MC1/News Articles/News Online Today/413.txt,News Online Today,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,EXPLOSION ROCKS GASTECH'S TISKELE BEND SITE,2000/08/15,2000-08-15,3,3,Primary
MC1/News Articles/News Online Today/414.txt,News Online Today,RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY,RALLY SCHEDULED IN SUPPORT OF INCREASED GOVERNMENT ACCOUNTABILITY,2012/04/10,2012-04-10,3,3,Derivative
MC1/News Articles/News Online Today/416.txt,News Online Today,POK Protesters Vandalize Siopa District,POK PROTESTERS VANDALIZE SIOPA DISTRICT,2011/06/21,2011-06-21,2,2,Derivative
MC1/News Articles/News Online Today/431.txt,News Online Today,POK Kidnaps GAStech Employees,POK KIDNAPS GASTECH EMPLOYEES,2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/News Online Today/440.txt,News Online Today,"GASTECH EMPLOYEE INTERROGATED, RELEASED","GASTECH EMPLOYEE INTERROGATED, RELEASED",2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/News Online Today/446.txt,News Online Today,Kronos protests break out in violence,KRONOS PROTESTS BREAK OUT IN VIOLENCE,2013/11/13,2013-11-13,2,2,Derivative
MC1/News Articles/News Online Today/447.txt,News Online Today,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,POK RALLY DRAWS THOUSANDS OF SUPPORTERS,2009/03/08,2009-03-08,2,2,Derivative
MC1/News Articles/News Online Today/45.txt,News Online Today,"POK Labeled a ""Public Threat""","POK LABELED A ""PUBLIC THREAT""",2011/07/28,2011-07-28,3,3,Derivative
MC1/News Articles/News Online Today/451.txt,News Online Today,Activist Leader Karel Arrested for Tax Evasion,ACTIVIST LEADER KAREL ARRESTED FOR TAX EVASION,2009/03/12,2009-03-12,3,3,Primary
MC1/News Articles/News Online Today/454.txt,News Online Today,LEADERSHIP CHANGE FOR POK,LEADERSHIP CHANGE FOR POK,21 June 2009,2009-06-21,1,1,Primary
MC1/News Articles/News Online Today/46.txt,News Online Today,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,SANJORGE JR. TAKING GASTECH INTERNATIONAL PUBLIC,2013/09/03,2013-09-03,2,2,Derivative
MC1/News Articles/News Online Today/467.txt,News Online Today,Ministry of Health Investigates Contamination Complaints,MINISTRY OF HEALTH INVESTIGATES CONTAMINATION COMPLAINTS,1998/11/10,1998-11-10,2,2,Derivative
MC1/News Articles/News Online Today/476.txt,News Online Today,GASTECH HEADQUARTERS BLOCKED BY POK,GASTECH HEADQUARTERS BLOCKED BY POK,2009/02/19,2009-02-19,3,3,Primary
MC1/News Articles/News Online Today/483.txt,News Online Today,"GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD","GASTECH TRUCK HITS AUTOMOBILE NEAR ELODIS, FAMILY OF FOUR DEAD",2007/03/21,2007-03-21,3,3,Derivative
MC1/News Articles/News Online Today/489.txt,News Online Today,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,2010/10/03,2010-10-03,3,3,Derivative
MC1/News Articles/News Online Today/505.txt,News Online Today,POK LEADER ARRESTED,POK LEADER ARRESTED,2009/03/13,2009-03-13,3,3,Derivative
MC1/News Articles/News Online Today/511.txt,News Online Today,POK MEMBERS ARRESTED,POK MEMBERS ARRESTED,2001/09/01,2001-09-01,2,2,Derivative
MC1/News Articles/News Online Today/52.txt,News Online Today,GRAND OPENING GASTECH-KRONOS,GRAND OPENING GASTECH-KRONOS,1995/10/11,1995-10-11,2,2,Derivative
MC1/News Articles/News Online Today/534.txt,News Online Today,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,GASTECH'S EXPANSION REACHES THE SHORES OF KRONOS,1994/09/24,1994-09-24,3,3,Derivative
MC1/News Articles/News Online Today/542.txt,News Online Today,Tiskele Bend Gas Fields Larger Than First Thought,TISKELE BEND GAS FIELDS LARGER THAN FIRST THOUGHT,1996/03/14,1996-03-14,3,3,Derivative
MC1/News Articles/News Online Today/544.txt,News Online Today,Activists Disrupt Traffic Near Tiskele Bend Fields,ACTIVISTS DISRUPT TRAFFIC NEAR TISKELE BEND FIELDS,2001/08/31,2001-08-31,3,3,Derivative
MC1/News Articles/News Online Today/545.txt,News Online Today,POSSIBLE CONTAMINATION IN ELODIS,POSSIBLE CONTAMINATION IN ELODIS,1997/04/24,1997-04-24,5,5,Derivative
MC1/News Articles/News Online Today/549.txt,News Online Today,THREATS ISSUED BY POK,THREATS ISSUED BY POK,2012/03/09,2012-03-09,2,2,Derivative
MC1/News Articles/News Online Today/566.txt,News Online Today,NO PROGRESS ON INVESTIGATION OF POK LEADER DEATH,NO PROGRESS ON INVESTIGATION OF POK LEADER DEATH,12 August 2009,2009-08-12,1,1,Primary
MC1/News Articles/News Online Today/57.txt,News Online Today,Abila police break up sit-in turned violent at the presidential manor,ABILA POLICE BREAK UP SIT-IN TURNED VIOLENT AT THE PRESIDENTIAL MANOR,2012/06/21,2012-06-21,3,3,Derivative
MC1/News Articles/News Online Today/570.txt,News Online Today,POK REMEMBERS MARTYRED LEADER,POK REMEMBERS MARTYRED LEADER,2012/06/20,2012-06-20,4,4,Primary
MC1/News Articles/News Online Today/574.txt,News Online Today,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,WELLNESS FOR ALL (WFA) BLASTS GASTECH AND KRONOS GOVT,1998/11/14,1998-11-14,3,3,Derivative
MC1/News Articles/News Online Today/577.txt,News Online Today,POK LEADER KAREL ARRESTED,POK LEADER KAREL ARRESTED,2009/03/13,2009-03-13,4,3,Derivative
MC1/News Articles/News Online Today/590.txt,News Online Today,Multi-Country Task Force Formed,MULTI-COUNTRY TASK FORCE FORMED,2013/10/22,2013-10-22,2,2,Primary
MC1/News Articles/News Online Today/596.txt,News Online Today,Centrum's central role in the Tethan Gas Industry,CENTRUM'S CENTRAL ROLE IN THE TETHAN GAS INDUSTRY,1982/10/03,1982-10-03,3,3,Derivative
MC1/News Articles/News Online Today/598.txt,News Online Today,GASTech Employees Kidnapped in Kronos,GASTECH EMPLOYEES KIDNAPPED IN KRONOS,2014/01/21,2014-01-21,3,3,Primary
MC1/News Articles/News Online Today/606.txt,News Online Today,"TAX MEASURE DEFEATED, POK EFFORTS STALLED","TAX MEASURE DEFEATED, POK EFFORTS STALLED",2001/03/22,2001-03-22,3,3,Primary
MC1/News Articles/News Online Today/63.txt,News Online Today,GASTECH LEADERSHIP CONFIRMED MISSING,GASTECH LEADERSHIP CONFIRMED MISSING,2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/News Online Today/631.txt,News Online Today,Kronos's Protectors of Kronos declared 'terrorist group',KRONOS'S PROTECTORS OF KRONOS DECLARED 'TERRORIST GROUP',2009/02/23,2009-02-23,3,3,Derivative
MC1/News Articles/News Online Today/633.txt,News Online Today,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,ABILA AIRPORT CONFIRMS TWO PRIVATE JETS LEFT TODAY,2014/01/20,2014-01-20,2,2,Primary
MC1/News Articles/News Online Today/634.txt,News Online Today,Grand Opening of the New GAStech Offices,GRAND OPENING OF THE NEW GASTECH OFFICES,1995/10/11,1995-10-11,3,3,Derivative
MC1/News Articles/News Online Today/639.txt,News Online Today,LACK OF DETAILS MARS GOVERNMENT INTENTIONS,LACK OF DETAILS MARS GOVERNMENT INTENTIONS,1993/02/03,1993-02-03,3,3,Derivative
MC1/News Articles/News Online Today/640.txt,News Online Today,"Minister Nespola Champions Added Taxes on Oil, Gas Development","MINISTER NESPOLA CHAMPIONS ADDED TAXES ON OIL, GAS DEVELOPMENT",1999/07/04,1999-07-04,3,3,Derivative
MC1/News Articles/News Online Today/65.txt,News Online Today,GASTECH ADOPTS NEW LOGO,GASTECH ADOPTS NEW LOGO,2009/05/16,2009-05-16,4,4,Derivative
MC1/News Articles/News Online Today/657.txt,News Online Today,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,UPGRADES NEEDED FOR ABILA'S DEEP WATER PORT,1993/09/20,1993-09-20,3,3,Derivative
MC1/News Articles/News Online Today/676.txt,News Online Today,Police Hold News Conference on GAStech Kidnapping,POLICE HOLD NEWS CONFERENCE ON GASTECH KIDNAPPING,2014/01/21,2014-01-21,3,3,Primary
MC1/News Articles/News Online Today/68.txt,News Online Today,WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,WELLNESS FOR ALL ISSUES STATEMENT ON ELODIS,1998/11/15,1998-11-15,3,3,Primary
MC1/News Articles/News Online Today/688.txt,News Online Today,ELODIS PUBLIC HEALTH FACT SHEET 2002,ELODIS PUBLIC HEALTH FACT SHEET 2002,2002/05/25,2002-05-25,2,2,Primary
MC1/News Articles/News Online Today/690.txt,News Online Today,TRAFFIC ACCIDENT NEAR ELODIS,TRAFFIC ACCIDENT NEAR ELODIS,2007/04/11,2007-04-11,4,4,Derivative
MC1/News Articles/News Online Today/7.txt,News Online Today,WRAP UP OF EVENTS AT GASTECH,WRAP UP OF EVENTS AT GASTECH,2014/01/20,2014-01-20,3,3,Primary
MC1/News Articles/News Online Today/702.txt,News Online Today,GASTECH REPORTS RECORD EARNINGS,GASTECH REPORTS RECORD EARNINGS,1999/02/19,1999-02-19,3,3,Derivative
MC1/News Articles/News Online Today/707.txt,News Online Today,"Added Taxes on Oil, Gas Development Defeated in General Assembly","ADDED TAXES ON OIL, GAS DEVELOPMENT DEFEATED IN GENERAL ASSEMBLY",2001/03/18,2001-03-18,3,3,Derivative
MC1/News Articles/News Online Today/71.txt,News Online Today,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,2010/06/21,2010-06-21,3,3,Derivative
MC1/News Articles/News Online Today/711.txt,News Online Today,MEETING SET FOR TOMORROW MORNING,MEETING SET FOR TOMORROW MORNING,2014/01/19,2014-01-19,3,3,Primary
MC1/News Articles/News Online Today/722.txt,News Online Today,"PROMINENT BUSINESS, CIVIC LEADER DIES AT 65","PROMINENT BUSINESS, CIVIC LEADER DIES AT 65",1994/02/18,1994-02-18,3,3,Derivative
MC1/News Articles/News Online Today/746.txt,News Online Today,Minister of Health Dies Suddenly,MINISTER OF HEALTH DIES SUDDENLY,2001/06/15,2001-06-15,2,2,Derivative
MC1/News Articles/News Online Today/766.txt,News Online Today,POK Protest at Abila Police Headquarters,POK PROTEST AT ABILA POLICE HEADQUARTERS,2010/06/21,2010-06-21,3,3,Derivative
MC1/News Articles/News Online Today/777.txt,News Online Today,POK Assault Police in Abila,POK ASSAULT POLICE IN ABILA,2013/12/16,2013-12-16,3,3,Derivative
MC1/News Articles/News Online Today/779.txt,News Online Today,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,POK REPRESENTATIVES MEET WITH KRONOS MINISTER OF HEALTH,1998/11/15,1998-11-15,3,3,Derivative
MC1/News Articles/News Online Today/785.txt,News Online Today,POK Anniversary Rally Ends in Riot,POK ANNIVERSARY RALLY ENDS IN RIOT,2012/06/20,2012-06-20,3,3,Primary
MC1/News Articles/News Online Today/786.txt,News Online Today,ELODIS PUBLIC HEALTH FACT SHEET 2004,ELODIS PUBLIC HEALTH FACT SHEET 2004,2004/05/30,2004-05-30,3,3,Derivative
MC1/News Articles/News Online Today/789.txt,News Online Today,KRONOS GDP ON THE RISE,KRONOS GDP ON THE RISE,2000/01/15,2000-01-15,3,3,Primary
MC1/News Articles/News Online Today/79.txt,News Online Today,"ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?","ELODIS, KRONOS: WILL THE GOVERNMENT RESPOND IN TIME?",Petrus Gerhard,,2,2,Unknown
MC1/News Articles/News Online Today/797.txt,News Online Today,Minister of Health Receives Threats from POK,MINISTER OF HEALTH RECEIVES THREATS FROM POK,2012/03/08,2012-03-08,2,2,Derivative
MC1/News Articles/News Online Today/819.txt,News Online Today,Gas Industry Challenged,GAS INDUSTRY CHALLENGED,2012/02/21,2012-02-21,1,1,Primary
MC1/News Articles/News Online Today/82.txt,News Online Today,GOVERNMENT DECLARES POK TO BE TERRORIST GROUP,GOVERNMENT DECLARES POK TO BE TERRORIST GROUP,30 June 2013,2013-06-30,1,1,Primary
MC1/News Articles/News Online Today/833.txt,News Online Today,KAREL DEATH ANNIVERSARY,KAREL DEATH ANNIVERSARY,2013/06/21,2013-06-21,1,1,Primary
MC1/News Articles/News Online Today/86.txt,News Online Today,HUGE IPO MAKES SANJORGE BILLIONAIRE,HUGE IPO MAKES SANJORGE BILLIONAIRE,2013/12/16,2013-12-16,3,3,Primary
MC1/News Articles/News Online Today/95.txt,News Online Today,ELIAN KAREL DEAD IN KRONOS JAIL,ELIAN KAREL DEAD IN KRONOS JAIL,2009/06/20,2009-06-20,3,3,Derivative
MC1/News Articles/News Online Today/98.txt,News Online Today,Araullo Announces New Hospital Construction,ARAULLO ANNOUNCES NEW HOSPITAL CONSTRUCTION,1995/11/22,1995-11-22,3,3,Derivative
MC1/News Articles/Tethys News/11.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/122.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/173.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/193.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/253.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/26.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [Updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/32.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/392.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [update],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATE],20 January 2014,2014-01-20,1,1,Primary
MC1/News Articles/Tethys News/395.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/400.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/419.txt,Tethys News,To break off itself: The emergency to GAStech quarters mconstruction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS MCONSTRUCTION [UPDATES],20 January 2014,2014-01-20,1,1,Primary
MC1/News Articles/Tethys News/430.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/44.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/453.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/507.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/510.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/532.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/533.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/539.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/558.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/585.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/600.txt,Tethys News,To break off itself: The emergency to GAStech quarters the construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS THE CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,4,1,Primary
MC1/News Articles/Tethys News/613.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/635.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/653.txt,Tethys News,To break off itself: The emergency to GAStech quarters the construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS THE CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,4,1,Primary
MC1/News Articles/Tethys News/685.txt,Tethys News,To break off itself: The emergency to GAStech quarters the construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS THE CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,4,1,Primary
MC1/News Articles/Tethys News/726.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/759.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/76.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/78.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/813.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/829.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/838.txt,Tethys News,To break off itself: The emergency to GAStech quarters the construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS THE CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,4,1,Primary
MC1/News Articles/Tethys News/90.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/Tethys News/92.txt,Tethys News,To break off itself: The emergency to GAStech quarters construction [updates],TO BREAK OFF ITSELF: THE EMERGENCY TO GASTECH QUARTERS CONSTRUCTION [UPDATES],20 January 2014,2014-01-20,29,1,Primary
MC1/News Articles/The Abila Post/139.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/169.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/185.txt,The Abila Post,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,SPONTANEOUS PROTESTS ERUPT AROUND ABILA,20 June 2009,2009-06-20,3,3,Primary
MC1/News Articles/The Abila Post/212.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/218.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/233.txt,The Abila Post,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,2 October 2010,2010-10-02,3,3,Primary
MC1/News Articles/The Abila Post/250.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/261.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/265.txt,The Abila Post,THREATS ISSUED BY POK,THREATS ISSUED BY POK,8 March 2012,2012-03-08,2,2,Primary
MC1/News Articles/The Abila Post/292.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/304.txt,The Abila Post,GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS,GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS,15 October 1997,1997-10-15,3,3,Primary
MC1/News Articles/The Abila Post/322.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/326.txt,The Abila Post,WRAP UP OF EVENTS AT GASTECH,WRAP UP OF EVENTS AT GASTECH,20 January 2014,2014-01-20,3,3,Primary
MC1/News Articles/The Abila Post/338.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/356.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/369.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/398.txt,The Abila Post,POK LEADER ARRESTED,POK LEADER ARRESTED,12 March 2009,2009-03-12,3,3,Primary
MC1/News Articles/The Abila Post/428.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/429.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/438.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
MC1/News Articles/The Abila Post/439.txt,The Abila Post,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,ELODIS PROTESTS TURN TO RIOTS AND ARRESTS,24 September 2005,2005-09-24,3,3,Primary
MC1/News Articles/The Abila Post/450.txt,The Abila Post,ON THE SCENE BLOG,ON THE SCENE BLOG,By Haneson Ngohebo,,30,1,Unknown
